#mpa_vJun23_CHOCOPhlAnSGB_202403
clade_name	7101_metaphlan	7102_metaphlan	7103_metaphlan	7104_metaphlan	7105_metaphlan	7106_metaphlan	7107_metaphlan	7108_metaphlan	7109_metaphlan	7111_metaphlan	7112_metaphlan	7113_metaphlan	7114_metaphlan	7116_metaphlan	7117_metaphlan	7118_metaphlan	7119_metaphlan	7121_metaphlan	7122_metaphlan	7123_metaphlan	7124_metaphlan	7125_metaphlan	7126_metaphlan	7127_metaphlan	7128_metaphlan
k__Bacteria|p__Bacteroidota|c__Bacteroidia	14.431623005656162	23.11623595040651	21.611116678612504	23.48501872308232	6.580341275520122	12.84025254824359	13.825905856384738	18.642627850843247	6.594948038615425	18.202959973411375	11.07927927037752	13.611953384251215	14.87081685553035	15.892857917862983	11.841263458830182	21.06287097414461	4.59138729846383	24.697104864833204	13.590647234911824	5.453495244157517	8.76558232107045	13.21367892324236	14.16533552807413	6.189771212920816	27.60594731036847
k__Bacteria|p__Actinobacteria|c__Actinomycetia	3.901614178219195	2.0354912138487573	28.36080559709887	1.6894608243995135	2.9903276587322285	9.609243503333074	0.0854777756506633	1.0881968219604763	1.3511701949696229	2.900006591330003	0.5126460185777932	1.103096869006462	0.0071634985538129	0.4098254439430192	1.5763018898125083	5.365110785900667	6.732462477565876	2.2347929469099808	1.1715654381591314	4.466887700810611	2.811632040834952	0.4956284057917446	3.9014664460571966	12.087613499842176	1.518655947571073
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	1.3223462199391962	0.9150385009411192	0.1077331920535588	0.7431060726639035	1.446330655700309	1.1481645793011297	0.6154748913823364	1.315211484520774	0.7433020808216595	0.8659516290285126	0.3730739193764494	4.633516496411082	0.4401418822967761	2.893884260317925	0.986657886187119	3.556645768682776	1.2864249869115016	0.598669347574392	0.835434064750449	1.470658254824842	0.7289748245912328	1.63799240222135	3.725331662765872	0.225370438503948	1.285449037609509
k__Bacteria|p__Firmicutes|c__Bacilli	1.3076876429534487	0.014029040645755	0.1840117151474379	0.2006486696182691	0.3121764908472585	0.8664817392453885	0.1680844754269961	0.3324260910213812	0.0474811251299772	0.2539723730327076	1.670269983072105	0.4628708015798892	0.0323826870522364	1.024930607158621	0.0126296881686533	2.3065949034273032	0.3137379815618775	0.8796759759137053	0.0071766947162087	0.1412356746639812	0.1644119847673652	0.464242850026879	0.6281297273311587	0.2385868656448609	0.0541169157263633
k__Bacteria|p__Firmicutes|c__CFGB1337	1.0341202791464923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes	1.015888395552061	0.940000204976835	0.0551883006777454	0.4714683808899838	0.540053949317295	0.6914480209293185	0.1913148826533427	2.316130313456446	0.6307858330810459	1.2833660015331916	0.6827356514335957	0.4955178541573848	0.5896569546763591	4.045283021757216	0.8733465870612743	2.172841718244744	0.1502800139698258	1.787337653016445	0.9646145696422058	0.1095186421578664	0.1068849190922316	0.2347288404154437	1.271457609467345	1.038857874431726	0.0017500946272098
k__Bacteria|p__Firmicutes|c__CFGB38642	0.7536112548702971	0.0242171206486917	0.0	0.0	0.0011459988240272	0.1606855807520791	2.440772286831004	0.0	1.3330502203876526	0.0	0.0	0.0	0.0486199504408791	0.0	0.2521922414948735	0.0	0.005716151311459	0.0	1.4136204494466291	0.0	0.4270301986151997	0.1631609940951124	0.0	0.0180733473623084	0.0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.7488171427618886	0.0	0.0	0.0	6.752457476524552	0.6295976323043885	2.7475847050368247	0.0846082520523507	0.0068004325557513	0.0151731869321947	0.0	0.0	4.890887821588293	1.9428925551899792	0.0	0.0	0.004004728763118	0.0	1.2038348721575496	0.0	6.569276429348814	0.2275913699715736	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1354	0.5144046648366183	0.0	0.0	0.0	2.26067902284964	0.0017373704669924	0.3564061087645473	0.0	0.0	0.0	0.0	0.8971961583640051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0416442570687003	2.015532105749261	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.4711596349814013	1.0760319576720172	1.319850460988018	0.5625758282546296	0.0588466389149104	0.95566393155837	0.2557002863032248	1.431873964222914	0.2702061755058599	0.37438499944579	0.2180840206711251	0.0336768179354598	0.0678695568111252	0.2016274328787699	0.1950118758411292	0.2548793214143166	0.2957252592405882	0.6446540055331691	0.6185403053438835	0.2579651977164003	0.0348465215350824	0.4182926405518282	0.0704302515186299	0.3371916863703854	0.0
k__Bacteria|p__Firmicutes|c__CFGB1380	0.3340373354940578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4701545852001725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5248556115401531	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.265574206629926	0.0639252078615635	0.0	0.2430765392385941	0.6492203547781298	0.0461971044662227	0.1568532454869855	0.47062852629673	0.0570156624520614	0.1969747425921217	0.0	1.0699087532747815	0.3649894352892744	0.2854089372249747	0.6777050519111588	0.4864561614671478	0.4493938898561292	0.3471402890983484	0.3793885154272626	0.0628286401752182	0.0675321546664264	0.0010096052903383	0.4618236908598519	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3062	0.2435284197224858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1216976310817641	0.0	0.0	0.0	0.3681524492367305	0.0	0.2023768615192246	0.4439190565735464	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB78335	0.2280054767989771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.2086062536391157	0.0	0.0	0.0	2.603581104545294	0.0	0.0	0.0	0.0	0.0	0.0	1.0187521047291312	0.7145589807428413	0.0	0.4123082159220356	0.0	0.0021478352981679	0.0	0.3978526607830454	0.0	2.39418529444934	1.8922900269164824	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__CFGB77988	0.2034557019687437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1064771424900035	0.0	0.0203264055538645	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__CFGB2992	0.1900713964170157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2566662617744983	0.0	0.0	0.5200664130722459	0.0	0.0	0.0	0.0	0.0	0.0	0.183399662705978	0.0	0.0196588140144982	0.490290666517608	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB10477	0.1196211169949376	0.0	0.0	0.0	2.080548844054809	0.0	1.3686217979423003	0.0	0.0769032270581256	0.0	0.0	0.2035182873990308	0.0	0.0	0.7126009533251259	0.0	0.0	0.0	0.1079244711380217	0.0	1.706926156969301	0.8827374116367749	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB10341	0.1103447773948385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2890	0.1083576268368922	0.0	0.0	0.0	0.0180715199173529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0231058739192495	0.0	0.0	0.0006935549385802	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765	0.1061209685855715	0.0	0.0	0.0	1.139307152572278	0.0080258040597161	0.9484586060839556	0.0	0.2486468016159234	0.0	0.0	0.3433656591056245	0.1698851233954254	0.0	0.0395134030132002	0.0	0.0410826982729264	0.0	0.0802282531043475	0.0	0.3774351745196425	0.5269086114393575	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	0.0931822124862978	0.0147373028919485	0.0	0.0	0.2527768874648105	0.0	0.0681989603583393	0.0	0.0034829360080672	0.0	0.0494089416243197	0.0554153391785878	1.5631580401945286	0.6554218064828963	0.0044349916545993	0.6874906523483835	0.6307019946273779	0.0	0.0958405615382956	0.5299545647916298	0.0836421926032404	0.351825495741815	0.6146243011451338	0.0	0.0141095711913909
k__Bacteria|p__Firmicutes|c__CFGB1249	0.0868732322395446	0.0	0.0	0.0	0.0012662084908832	0.0	0.0069202527913196	0.0	0.0	0.0	0.0	0.3055785065633749	0.0	0.0	0.0	0.0	0.0	0.0	0.4930851730076765	0.10934695451752	0.0200101779825857	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.0852157882764145	0.1189880573605012	1.1189988973739555	0.966531604123334	0.6367185494251051	1.1670892049245154	0.1307168556887479	0.3468149547040881	0.2354464741453484	0.3330157515453648	0.2698700823058306	0.5943229675715536	1.8296677383138849	0.3845158951316577	0.055008497312603	0.5510123989093484	3.203021427460396	0.1365235350886823	0.1029144873564201	0.5770963763541372	0.5617694962775717	1.8740907941610792	1.628969174354005	0.3179508101087031	0.8282753546041364
k__Bacteria|p__Firmicutes|c__CFGB3054	0.0809741574890493	0.0024516770060542	0.0	0.0	4.848929387881897	0.0	0.0137357854899585	0.0	0.0	0.0	0.0	0.1923566781377058	1.7939788211598884	0.0	0.3688160961158203	0.0	0.0	0.0	0.1858404240354762	0.0010933791832592	0.1119796966295011	1.0231252220524296	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1201	0.0718047497575392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6144197286094165	0.0	0.0	0.0	0.0748842704039725	0.0	0.0034257986888535	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB79245	0.0545619859475568	0.0	0.0	0.0	0.2292959325389372	0.0	0.0396365550796644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0563314731786449	0.0	0.010490991679422	0.0100030640980823	0.0023892749829953	0.0572402303739646	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9989	0.0468005144858024	0.0	0.0	0.0	0.0	0.03614578069133	0.4117681310951046	0.0	0.0	0.0	0.0	0.0562792948602697	0.0	0.0	0.1073523494335537	0.0	0.0	0.0	0.0	0.0	0.1919237834686201	0.0345723968117596	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2957	0.0431470089756769	0.0	0.0	0.0	0.0011700407573984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016426265508092	0.000509192233388	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB602	0.0426569045779772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1226	0.0407945078667181	0.0	0.0	0.0	0.0112195689065606	0.0167550312841171	0.0021991219462957	0.0	0.0313115947125248	0.0	0.0	0.0475524697927755	0.0	0.0	0.2972083193387804	0.0	0.0	0.0	0.0403025361986613	0.0	0.1605909016144131	0.0688901975068252	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3072	0.0396182573122387	0.0	0.0	0.0	0.5429389813218392	0.0070935564920617	0.3208885439969925	0.0	0.0355085326022459	0.0	0.0	0.1344891011151522	0.2907829374497762	0.0	0.7425052077533609	0.0	0.0	0.0	0.0	0.0	1.1661682259833648	0.6385533981979018	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2936	0.0357597990539842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2587299013592783	0.0	0.0	0.0	0.0	0.0	0.1752551743345291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2982	0.0352786056453335	0.0	0.0	0.0	1.5066598805064435	0.0	1.983607995558793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0868375947965676	0.0	0.0	0.0	0.0	0.0	6.657714740116449	0.7582750272791527	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9272	0.0345746375104557	0.0	0.0	0.0	0.000160279555808	0.0276538528477866	0.1722907324830062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1302847239767806	0.0	0.0	0.0	0.0	0.0	0.0048136863627993	0.0008428009380215	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2984	0.0314379693651772	0.0	0.0	0.0	0.0	0.0090597513620238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5211115194154274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9583	0.0297181484787035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1011	0.0275795111069228	0.0068919364725748	0.0	0.0148794548496343	0.0352134184110195	0.0007712229877868	0.0058730518645121	0.0	0.0018807854443563	0.0	0.0	0.0045030417348269	0.0062359173308192	0.0	0.061953000705916	0.0	0.0	0.0392888003208864	0.0325349203184688	0.0	0.0066759153936633	0.0197180302791295	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__CFGB10055	0.0274280242930883	0.0	0.0	0.0	0.0	0.0	0.0	0.762627111163807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1374	0.0271428726435175	0.0616551365596614	0.0	0.0	0.0527319738608348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0187261199374674	0.0253802952790381	0.0697096733528491	0.0	0.0	0.0	0.0	0.0036325490220678	0.0007642166305904	0.0804523728753086	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2949	0.0267507891253577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0086308299917517	0.0	0.0	0.0	0.0	0.0	0.0	0.0178132756679166	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Tenericutes|c__CFGB1787	0.0254052297789457	0.0	0.0	0.0	0.1357167138804313	0.0	0.1957742132666647	0.0	0.0076885812378085	0.0	0.0	0.0	0.0	0.0	0.0116897619537897	0.0	0.0	0.0	0.0	0.0	0.0414521641351283	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2932	0.025235920987013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2834	0.0245675968083315	0.0	0.0	0.0	0.0020836342255041	0.0059409594993252	0.0077318335095954	0.0044120069966854	0.0035003506881076	0.0	0.0	0.0028013108466656	0.0177158829619297	0.0	0.0026828961861156	0.0	0.0	0.0	0.001789891641632	0.0	0.0009047622178254	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3023	0.0218051902031147	0.0	0.0	0.0	0.0044157017625106	0.0	0.0392962147784519	0.0	0.0009142707021176	0.0	0.013291783720044	0.0318529114963536	0.0341827456631946	0.0	0.1275105728183481	0.0	0.0	0.0	0.0605565731960761	0.0	0.0208007469107827	0.051647894983134	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3069	0.0215378605316421	0.0	0.0	0.0	1.918946981911384	0.0	0.0965955588236031	0.0	0.004301425969963	0.0	0.0	0.543079050775228	0.5992450219714627	0.0	0.359873108828768	0.0	0.0	0.0	0.0133171363767357	0.000442773388262	0.996608759083517	1.8897265073966665	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3048	0.0170645440290007	0.0	0.0	0.0	0.0	0.0410527928883476	0.0802592243654058	0.0	0.0683787411783809	0.0	0.1516585826344316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0682214201781845	0.0	0.0403629358340569	0.0646849719931551	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB32970	0.0165566176532027	0.0	0.0	0.0	0.0	0.0116869945072319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3043	0.0146585769857473	0.0	0.0	0.0	0.0	0.0	0.0115890235900031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0732593873462534	0.1509140429644865	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2950	0.0136070802779551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified	0.0126001385154083	0.009552460038404	0.0	0.0038367180698664	0.0107788001280885	0.0080088541039406	0.0219301327422273	0.0224500945410909	0.0129042779098892	0.0	0.0031471729714965	0.0284843570203008	0.0144004688876649	0.0107623063953273	0.0303422782953558	0.0	0.0	0.0156558453813851	0.0	0.0208916749726887	0.0076773027027128	0.0052148308040084	0.0095557260750176	0.0003736092477996	0.032644252113758
k__Bacteria|p__Firmicutes|c__CFGB45503	0.0119763692819723	0.0	0.0	0.0	0.0899809426306161	0.0206874210240414	0.0037961033596772	0.0	0.0	0.0	0.0	0.0378220598425196	0.1079116769324386	0.0	0.2037906041780111	0.0	0.0	0.0	0.0204938310929444	0.0009307277345099	0.0624725135259657	0.0695486357396546	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2881	0.0117714165338433	0.0	0.0	0.0	0.0	0.0020339946930642	0.0276635578164984	0.0	0.0005398550812504	0.0	0.0	0.0008814093318169	0.0059879500731872	0.0	0.1179744282112362	0.0	0.0	0.0	0.0041364481478864	0.0	0.0046819248747665	0.0	0.0	0.0	0.0
k__Bacteria|p__Lentisphaerae|c__CFGB2378	0.0113436890594871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0048456390300252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB79291	0.0099268418006823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1349690764938644	0.0	0.0	0.3162714830557724	0.0	0.0	0.0	0.0298714930431217	0.0	0.0361641364154107	0.0824013500444834	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9120	0.0097931769649461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1359	0.0092941615781972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0097304099502559	0.0	0.0	0.0303240273008924	0.0	0.0	0.0	0.019192091717212	0.0	0.0	0.0988623058652171	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB4605	0.0090179209176755	0.0	0.0	0.001655436730653	0.001642865447032	0.0253571338402015	0.0	0.0	0.0740994635716314	0.0	0.0	0.0003228925274972	0.0086237501820902	0.0	0.0298951289310032	0.0	0.0	0.0	0.0160918966250073	0.0	0.0065441539056305	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB30287	0.0078773143193924	0.0	0.0	0.0	0.0	0.0	0.0084125141120203	0.0	0.0	0.0	0.0	0.0164675189023614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0329482491707805	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2952	0.0067277967320603	0.0	0.0	0.0	0.0	0.0045425881478435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1044321903194142	0.0	0.0	0.0	0.0	0.0	0.0036102647720995	0.0449406041847124	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1211	0.0037337044115672	0.0	0.0	0.0	0.0	0.0031950666636884	0.0051749179133071	0.0	0.0193564168648339	0.0	0.0	0.0482593426232426	0.0	0.0	0.0054844238362432	0.0	0.0	0.0	0.0288438040622803	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3040	0.0035287516634382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093536346624781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1347	0.0021029934155844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007117887840715	0.0	0.0	0.0	0.0	0.0	0.0242001933020297	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1262	0.0020495274812899	0.0	0.0	0.0	0.0	0.0	0.0055414382376897	0.0	0.0	0.0	0.0	0.0	0.0028837673665349	0.0	0.0	0.0	0.0	0.0	0.0048301382099543	0.0	0.0197642232049244	0.0234667386180379	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3047	0.0017109098974246	0.0063017179340802	0.0	0.0	0.0093843679925589	0.0002033994693064	0.0033248629426138	0.0	0.0005572697612907	0.0	0.0	0.0059778751712334	0.0	0.1138222231834494	0.0013505735902895	0.0116647311176559	0.0048262115863217	0.0159629948143159	0.0	0.0	0.0	0.0	0.0453032422870835	0.0	0.0
